Menu Category,Menu Item,City,Serve Size (g),Energy,Protein,Total Fat,Sat Fat,Trans Fat,Cholesterol,Total Carbohydrate,Total Sugars,Added Sugars,Sodium,Popularity,Price,Special Promotions,Local Favorites,Customer Ratings,Health Conscious,Sustainability Rating,Availability Hours
Regular Menu,McAloo Tikki Burger®,Chennai,104.27,406,8.84,9.96,6.86,0.83,15.07,34.96,19.34,7.88,884.53,3.54,6.6,Yes,No,7.34,No,6.6,Afternoon
Regular Menu,McSpicy™ Paneer Burger,Delhi,272.54,737.73,6.96,38.68,4.34,0.76,49.85,75.4,14.72,5.39,563.14,9.78,14.04,Yes,Yes,6.54,Yes,5.5,Afternoon
Regular Menu,American Veg Burger,Mumbai,153.14,667.78,13.72,13.83,9.76,0.42,28.53,35.34,11.73,2.94,210.91,2,7.01,No,No,5.62,Yes,1.05,Evening
Regular Menu,Chicken McNuggets,Pune,285.78,293.6,16.58,26.83,11.15,0.1,48.01,86.2,9.28,3.68,1419.21,4.15,4.55,Yes,No,1.77,Yes,9.89,Morning
Dessert Menu,Vanilla Ice Cream,Hyderabad,220.64,677.82,9.07,35.49,11.22,0.1,24.3,20.84,9.82,0.63,1195.8,4.96,12.83,No,No,9.57,No,4.52,Afternoon
Drink Menu,Coca-Cola,Pune,130.33,328.5,10.5,14.96,2.19,0.88,37.9,41.37,9.1,4.34,372.6,9.83,11.49,Yes,Yes,6.09,No,8.9,Morning
Dessert Menu,Vanilla Ice Cream,Hyderabad,102.85,241.46,22.25,20.94,3.25,0.2,48.12,34.44,16.73,0.46,1112.29,2.69,14.09,No,Yes,2.87,No,6.43,Afternoon
Meal Menu,McCombo Meal,Ahmedabad,239.65,447.99,10.24,39.62,18.98,0.48,6.57,28.71,0.45,5.05,1342,1.84,5.76,No,Yes,1.26,Yes,5.13,Afternoon
Dessert Menu,Chocolate Sundae,Mumbai,296.89,466.74,12.44,39.01,19.44,0.63,19.25,65.71,11.81,6.43,1228.53,1.05,5.64,Yes,No,9.07,Yes,8.72,Afternoon
Dessert Menu,Apple Pie,Kolkata,137.68,799.22,7.63,8.09,3.44,0.42,29.58,74.58,15.58,9.25,871.07,2.41,3.97,No,Yes,1.46,Yes,5.92,Afternoon
Dessert Menu,Caramel McFlurry,Hyderabad,192.96,580.88,13.51,10.32,4.37,0.7,15.75,93.99,1.2,2.99,564.15,2.02,10.43,Yes,No,5.34,Yes,3.64,Afternoon
Drink Menu,Orange Juice,Kolkata,203.64,717.7,8.33,30.31,12.22,0.53,4.63,101.97,2.6,1.03,307.25,8.1,6.46,No,No,7.59,No,3.39,Afternoon
Drink Menu,Orange Juice,Bangalore,234,612.72,24.62,20.89,11.28,0.88,9.72,44.82,1.38,5.68,281.2,5.57,7.46,Yes,No,1.13,No,4.39,Afternoon
Meal Menu,McCombo Meal,Kolkata,258.07,868.11,6.87,5.75,8.68,0.35,23.27,61.87,14.52,0.17,875.16,4.29,4.83,No,No,5.91,No,3.57,Evening
Drink Menu,Hot Tea,Hyderabad,167.84,591.16,12.04,23.16,11.43,0.66,27.29,118.91,11.66,0.62,1308.56,6.01,12.35,Yes,No,4.46,Yes,3.56,Evening
Drink Menu,Sprite,Bangalore,294.78,508.69,8,37.48,8.73,0.32,37.82,83.34,6.41,6.35,656.79,6.87,9.15,No,Yes,3.59,No,8.49,Afternoon
Dessert Menu,Chocolate Sundae,Chennai,137.02,781.27,12.25,13.91,1.16,0.31,32.29,89.8,12.25,0.85,310.15,1.27,4.09,Yes,No,5.62,No,4.13,Afternoon
Drink Menu,Hot Coffee,Ahmedabad,347.35,666.11,11.73,6.03,5.46,0.96,25.27,31.44,1.51,4.93,539.46,1.24,6.84,Yes,No,2.73,No,5.86,Evening
Dessert Menu,Vanilla Ice Cream,Chennai,225.81,570.11,17.44,21.01,1.55,0.67,45.56,111.06,19.49,0.82,1167.04,8.93,7.48,No,No,6.56,Yes,5.8,Morning
Regular Menu,McSpicy™ Paneer Burger,Chennai,284.63,278.2,7.56,18.1,12.87,0.99,18.62,20.17,7.5,4.75,1395.4,4.84,7.08,Yes,Yes,8.74,Yes,3.79,Morning
Regular Menu,McSpicy™ Paneer Burger,Kolkata,91.9,799.61,22.38,21.78,15.89,0.76,24.99,39.02,1.41,7.44,999.4,6.33,9.32,No,Yes,5.68,No,5.43,Afternoon
Regular Menu,Chicken McNuggets,Hyderabad,212.85,719.75,8.79,31.63,11.26,0.01,43.18,106.88,15.02,3.36,743.21,6.11,10.52,No,Yes,3.1,No,7.14,Morning
Dessert Menu,Vanilla Ice Cream,Pune,104.74,698.38,8.77,18.74,18.65,0.35,39.65,23.78,3.57,2,1354.4,9.4,10.67,No,Yes,7.37,Yes,5.91,Morning
Dessert Menu,Caramel McFlurry,Ahmedabad,220.1,754.82,5.16,18.78,5.63,0.37,28.83,104.8,2.29,0.95,1143.12,4.48,7.41,No,Yes,6.35,No,2.58,Morning
Regular Menu,McGrilled Chicken Wrap,Pune,181.66,408.37,22.22,10.88,8.44,0.67,19.22,47.83,13.21,2.9,1267.43,1.95,5.96,Yes,No,3.05,Yes,3.33,Morning
Drink Menu,Hot Chocolate,Ahmedabad,202.73,231.23,8.32,34.66,8.43,0.52,22.68,28.73,15.34,4.23,671.65,2.69,3.85,No,No,6.32,Yes,8.88,Afternoon
Regular Menu,Filet-O-Fish,Pune,158,728.75,10.32,17.97,17.72,0.36,40.65,82.15,3.67,5.43,932.78,6.37,9.81,No,No,1.02,No,2.54,Afternoon
Drink Menu,Iced Tea,Chennai,348.96,834.55,7.21,30.75,19.16,0.83,29.8,112.15,1.86,6.33,821.85,7.02,4.08,No,No,4.83,Yes,9.73,Morning
Drink Menu,Pepsi,Kolkata,324.19,627.86,10.69,29.88,6.69,0.51,42.9,27.46,3.44,0.21,492.57,1.68,5.06,Yes,No,6.6,No,1.94,Afternoon
Regular Menu,Spicy Paneer Wrap,Hyderabad,295.36,209.05,10.07,8.43,11.16,0.94,32.11,103.38,7.95,0.28,686.27,4.71,8.39,Yes,Yes,3.49,No,3.79,Afternoon
Meal Menu,Veggie Deluxe Meal,Bangalore,274.14,271.41,23.39,19.11,15.31,0.6,0.59,25.4,10.17,5.72,215.22,7.08,14.76,Yes,Yes,2.91,Yes,5.83,Morning
Dessert Menu,Vanilla Ice Cream,Bangalore,281.3,307.37,12.28,15.12,18.73,0.8,18.92,48.87,16.44,2.24,1413.91,4.22,3.17,Yes,No,7.5,No,8.45,Evening
Dessert Menu,Chocolate Sundae,Bangalore,130.84,788.86,13.92,26.33,9.79,0.76,32.22,27.43,16.33,7.17,1487.21,1.18,14.92,No,No,1.23,Yes,2.26,Morning
Drink Menu,Sprite,Ahmedabad,174.66,347.03,20.49,39.34,7.64,0.75,12.21,106.74,10.01,1.46,1280.69,2.99,3.09,Yes,No,1.83,Yes,2.38,Evening
Drink Menu,Hot Coffee,Ahmedabad,338.09,238.07,17.28,20.38,7.3,0.71,47.48,58.13,3.15,2.3,1127.55,3.44,1.7,No,Yes,6.07,Yes,7.71,Morning
Drink Menu,Hot Chocolate,Bangalore,348.38,436.08,21.42,32.54,19.19,0.71,39.49,69.52,14.45,4.1,417.53,5.91,3.46,Yes,No,1.89,No,4.77,Morning
Regular Menu,McSpicy™ Paneer Burger,Delhi,104.15,270.87,12.77,35.17,3.37,0.89,29.24,34.57,7.32,1.79,622.42,3.66,5.11,No,Yes,6.11,No,9.58,Afternoon
Drink Menu,Coca-Cola,Pune,215.92,831.57,6.99,19.02,14.75,0.2,16.66,96.21,12.18,9.03,1065.33,5.96,5.19,Yes,No,6.57,No,1.41,Afternoon
Dessert Menu,Apple Pie,Hyderabad,303.46,408.41,20.29,30.34,14.14,0.54,20.66,66.9,2.69,5.62,825.5,6.53,4.75,Yes,Yes,7.54,No,6.11,Evening
Drink Menu,Iced Tea,Pune,284.18,482.62,21.39,35.89,10.3,0.27,7.61,105.56,19.6,9.22,516.43,7.06,11.14,No,No,3.78,Yes,6.81,Evening
Dessert Menu,Vanilla Ice Cream,Chennai,123.39,624.85,5.2,21.35,19.31,0.98,16.67,114.61,1.72,5.16,1069.32,8.96,8.3,No,No,7.09,No,2.17,Evening
Meal Menu,McCombo Meal,Mumbai,171.14,671.42,7.49,32.33,8.94,0.54,19.96,22.53,7.42,2.19,1223.77,5.56,11.81,No,Yes,4.54,No,5.35,Evening
Dessert Menu,Apple Pie,Kolkata,195.8,697.67,14.07,19.37,12.49,0.74,13.43,106.04,13.16,8.85,510.58,1.33,8.12,Yes,No,2.32,No,10,Morning
Regular Menu,American Veg Burger,Hyderabad,204.46,297.15,19.52,20.79,14.12,0.61,22.21,71.68,6.59,8.72,1482.22,9.81,1.71,Yes,Yes,7.86,No,4.37,Morning
Regular Menu,McGrilled Chicken Wrap,Bangalore,285.78,656.19,16.9,18.65,1.27,0.68,31.06,64.37,19.97,4.76,1321.65,6.61,12.95,No,No,6.4,Yes,1.2,Evening
Regular Menu,Pizza Puff,Delhi,129.19,272.14,10.06,12.03,6.38,0.72,2.52,99.26,8.09,6.49,351.91,1.42,1.77,No,Yes,5.62,Yes,5.08,Morning
Meal Menu,Chicken Supreme Meal,Ahmedabad,326.37,635.59,19.82,21.77,17.4,0.78,45.44,34.43,14.64,6.66,706.27,5.81,3.58,No,No,5.15,Yes,9.18,Afternoon
Drink Menu,Coca-Cola,Chennai,89.75,305.25,10.87,5.55,9.88,0.6,6.1,96.04,8.79,8,834.66,1.96,14.13,Yes,Yes,4.63,No,2.01,Afternoon
Drink Menu,Sprite,Pune,143.13,537.57,8.09,24.78,7.1,0.45,16.36,111.57,18.33,4.11,1145.23,5.05,11.55,Yes,Yes,2.42,Yes,5.64,Evening
Drink Menu,Hot Tea,Delhi,218.9,454.82,17.07,38.38,7.71,0.18,31.2,91.37,10.26,8.96,722.26,9.19,5.87,Yes,No,4.6,No,7.87,Evening
Meal Menu,McCombo Meal,Hyderabad,83.6,564.93,8.51,6.9,11.26,0.13,4.22,59.29,7.64,8.17,1274.49,9.77,5.54,Yes,Yes,7.74,No,5.23,Afternoon
Meal Menu,McCombo Meal,Ahmedabad,285.4,316.89,18.32,11.43,10.52,0.37,11.39,40.3,17.55,2.69,1403.16,3.94,8.36,No,No,1.47,No,6.2,Afternoon
Regular Menu,American Veg Burger,Pune,247.78,592.69,5.92,34.25,14.68,0.76,30.57,103.12,12.21,7.74,1195.43,9.77,6.56,No,No,6.84,No,7.41,Afternoon
Meal Menu,Chicken Supreme Meal,Chennai,290.64,590.75,12.59,37.19,12.99,0.63,35.55,112.6,12.18,6.43,1284.65,8.11,9.92,No,No,4.82,Yes,7.62,Morning
Dessert Menu,Chocolate Sundae,Kolkata,260.33,612.09,10.28,25.44,1.06,0.18,4.03,29.42,1.76,5.41,253.41,5.53,13.99,No,Yes,4.31,Yes,1.15,Afternoon
Dessert Menu,Chocolate Sundae,Delhi,120.45,861.58,6.92,11.63,8.53,0.37,19.54,86.85,9.47,2.03,948.84,4.38,1.66,No,Yes,1.24,Yes,5.98,Evening
Meal Menu,McCombo Meal,Hyderabad,243.19,559.62,22.14,13.81,6.03,0.42,20.96,98.71,0.14,4.34,948.92,1.13,11.51,No,No,7.29,No,8.66,Morning
Dessert Menu,Caramel McFlurry,Hyderabad,150.43,283.27,5.7,21.22,17.97,0.52,5.01,102.57,3.89,4.92,294.42,4.27,11.36,Yes,No,2.48,Yes,2.54,Afternoon
Drink Menu,Hot Tea,Delhi,261.6,796.12,10.43,22.79,3.39,0.52,9.71,108.29,2.49,6.98,718.33,8.67,4.62,No,No,8.64,Yes,6.52,Afternoon
Meal Menu,Chicken Supreme Meal,Hyderabad,110.45,399.83,20.13,25.6,4.6,0.84,31.96,37.31,6.55,0.79,1310.71,9.07,4.74,No,Yes,8.35,Yes,5.54,Afternoon
Regular Menu,McSpicy™ Paneer Burger,Chennai,167.79,708.97,19.22,14.48,13.71,0.6,39.87,71.37,16.98,0.16,258.96,9.53,6.62,Yes,Yes,8.58,No,6.61,Evening
Dessert Menu,Vanilla Ice Cream,Mumbai,157.54,693.02,18.93,19.69,13.14,0.43,11.04,31.31,4.42,0.99,231.85,2.81,9.9,No,No,5.28,No,2.17,Afternoon
Regular Menu,Spicy Paneer Wrap,Mumbai,343.61,284.01,14.05,24.29,12.41,0.87,19,118.22,17.07,6.31,716.6,1.93,14.12,Yes,Yes,2.46,Yes,5.75,Evening
Dessert Menu,Chocolate Sundae,Ahmedabad,236.02,840.27,18.56,16.5,17.79,0.38,46.83,36.17,1.52,5.54,1410.67,6.82,13.45,Yes,Yes,2.72,No,6.71,Morning
Drink Menu,Hot Coffee,Kolkata,272.29,881.99,9.28,8.32,14.44,0.27,45.8,90.5,0.63,4.19,1144.47,2.1,10.16,Yes,Yes,2.38,No,4.09,Evening
Meal Menu,Veggie Deluxe Meal,Pune,165.36,249.52,11.96,8.39,4.46,0.14,19.13,83.09,2.84,0.12,301.2,5.03,6.53,No,Yes,8.02,No,8.07,Evening
Meal Menu,Chicken Supreme Meal,Mumbai,331.4,622.14,24,32.69,7.91,0.44,46.75,41.1,18.4,3.82,650.71,9.01,10.24,No,No,2.33,Yes,3.75,Afternoon
Drink Menu,Hot Tea,Mumbai,284.73,554.69,18.85,14.67,12.86,0.73,8.87,55.68,15.35,3.88,434.54,5.72,12.55,Yes,Yes,4.7,Yes,3.36,Evening
Dessert Menu,Vanilla Ice Cream,Bangalore,216.79,755.45,13.57,5.48,15.67,0.9,12.63,86.25,5.73,0.17,540.82,3.67,8.95,Yes,No,7.38,Yes,7.71,Afternoon
Meal Menu,Chicken Supreme Meal,Ahmedabad,142.48,204.96,7.84,36.27,12.88,0.67,49.86,82.25,13.86,3.81,333.39,3.08,13.99,Yes,No,8.13,No,9.67,Afternoon
Meal Menu,McCombo Meal,Kolkata,255.65,364.49,24.3,32.66,10.13,0.47,39.18,97.29,3.56,8.64,291.21,3.78,7.06,Yes,No,9.65,No,4.11,Morning
Regular Menu,McGrilled Chicken Wrap,Kolkata,318.12,531.6,6.44,28.4,16.76,0.49,1.38,22.03,12.39,6.45,1471.43,5.29,13.8,No,Yes,1.88,No,9.41,Evening
Dessert Menu,Chocolate Sundae,Kolkata,328.14,692.21,7.28,35.75,18.78,0.97,20.78,42.22,9.81,0.38,464.25,1.44,5.54,Yes,No,6.34,Yes,5.7,Afternoon
Meal Menu,Veggie Deluxe Meal,Chennai,285.24,395.81,17.37,7.93,7.3,0.97,16.22,40.01,3.06,1.34,765.07,9.9,8.99,Yes,Yes,4.43,Yes,4.44,Morning
Meal Menu,Chicken Supreme Meal,Pune,140.81,681.07,14.47,34.37,18.59,0.49,19.52,95.04,0.52,4.78,755.14,6.94,12.55,Yes,No,6.29,No,5.66,Morning
Meal Menu,McCombo Meal,Pune,94.09,436.93,5.6,22.23,4.31,0.47,31.73,27.77,10.13,8.3,1358.06,8.68,13.21,Yes,Yes,3.23,Yes,2.42,Morning
Drink Menu,Hot Coffee,Pune,244.77,682.74,17.51,38.33,13.22,0.71,15.45,24.03,4.3,5.77,571.65,5.64,12.1,Yes,Yes,8.89,No,4.44,Evening
Meal Menu,Veggie Deluxe Meal,Hyderabad,329.3,619.18,5.83,24.72,14.03,0.66,10,107.65,2.98,0.69,938.52,7.57,6.59,No,Yes,5.21,No,6.56,Afternoon
Meal Menu,Veggie Deluxe Meal,Mumbai,169.67,489.34,7.06,33.23,16.4,0.73,48.06,105.93,6.18,0.61,460.16,7.97,8.6,Yes,No,1.25,No,7.72,Morning
Drink Menu,Hot Chocolate,Bangalore,221.28,248.5,6.48,25.09,7.89,0.45,32.18,73.77,7.4,8.73,1125.04,4.01,12.86,Yes,No,7.42,No,4.56,Afternoon
Drink Menu,Pepsi,Hyderabad,155.65,495.74,18.36,14.99,19.83,0.03,46,68.39,11.61,9.77,261.16,1.74,5.67,No,Yes,4.15,Yes,1.31,Morning
Regular Menu,Green Chilli Aloo Naan,Bangalore,94.8,440.27,11.48,12.29,12.26,0.83,28.93,22.45,16.33,6.88,442.12,8.91,7.64,Yes,No,2.73,Yes,9.56,Afternoon
Dessert Menu,Apple Pie,Kolkata,297.06,225.6,12.94,5.26,9.73,0.84,43.42,89.21,18.87,8.17,1420.92,9.45,2.05,Yes,No,6.62,Yes,8.26,Morning
Dessert Menu,Chocolate Sundae,Kolkata,306.94,374.71,19.25,17.36,8.79,0.89,42.49,33.77,10.95,6.77,818.28,3.8,9.96,Yes,No,7.11,No,1.78,Morning
Drink Menu,Hot Chocolate,Pune,290.35,435.56,8.05,14.5,12.6,0.85,46.8,59.19,0.01,6.97,1126.28,6.56,9.5,Yes,Yes,1.63,No,7.43,Afternoon
Dessert Menu,Apple Pie,Bangalore,98.38,373.1,14.2,38.21,9.55,0.03,35.93,82.19,8.57,4.74,1093.01,8.58,13.82,Yes,Yes,2.38,No,1.54,Evening
Regular Menu,McAloo Tikki Burger®,Kolkata,303.38,587.01,9.49,15.87,11.86,0.62,19.79,96.32,0.6,7.17,742.04,8.63,1.6,Yes,Yes,2.7,Yes,6.84,Morning
Regular Menu,Spicy Paneer Wrap,Ahmedabad,278.7,598.06,16.94,16.39,2.72,0.21,6.2,95.32,11.22,3.81,1398.67,9.02,14.4,No,Yes,4.14,Yes,3.52,Afternoon
Regular Menu,McVeggie™ Burger,Chennai,222.81,857.06,22.87,24.94,7.7,0.78,23.86,47.17,18.54,0.54,1250.63,5.06,14.32,No,Yes,3.88,No,7.57,Afternoon
Drink Menu,Coca-Cola,Bangalore,100.41,544.56,19.7,39.89,9.12,0.79,2.86,80.11,5.86,5.06,241.72,2.99,1.55,No,No,7.78,No,5.6,Evening
Dessert Menu,Apple Pie,Hyderabad,253.27,398.39,24.49,29.99,10.37,0.02,8.65,112.45,12.25,5.24,1149.49,8.41,10.98,Yes,No,7.5,Yes,3.62,Afternoon
Regular Menu,McSpicy Chicken Burger,Ahmedabad,314.1,739.13,23.07,25.95,4.42,0.88,46.56,28.03,14.59,2.41,1196.46,3.9,4.35,Yes,Yes,7,No,3.73,Morning
Drink Menu,Sprite,Pune,217.01,512.04,17.95,22.08,4.06,0.8,11.07,38.65,6.11,5.49,238.91,2.49,11.65,No,Yes,7.89,No,9.05,Morning
Dessert Menu,Caramel McFlurry,Chennai,122.87,227.02,23.67,37.88,14.81,0.63,37.93,36.02,16.09,9.6,1221.87,5.94,2.72,No,No,1.85,No,6.37,Afternoon
Meal Menu,Chicken Supreme Meal,Bangalore,233.58,620.77,14.18,12.11,9.48,0.57,28.22,115.12,9.05,4.78,1297.46,5.13,14.59,Yes,No,8.96,No,7.51,Afternoon
Regular Menu,McChicken Burger,Pune,328.65,381.62,9.67,29.57,16.56,0.02,47.11,85.99,8.09,7.87,1497.08,1.54,12.24,Yes,Yes,1.79,No,3.08,Afternoon
Meal Menu,McCombo Meal,Hyderabad,266.19,802.07,20.17,22.34,14.87,0.99,14.43,76.17,15.75,4.46,481.5,9.95,11.29,Yes,Yes,6.97,Yes,7.36,Morning
Regular Menu,Green Chilli Aloo Naan,Ahmedabad,163.44,886.28,6.84,32.54,2.66,0.14,28.41,80.25,12.35,2.2,1359.12,9.23,11.95,No,Yes,5.07,Yes,2.09,Afternoon
Dessert Menu,Vanilla Ice Cream,Delhi,306.09,822.72,9.54,27.36,9.45,0.81,19.78,52.34,15.59,7.63,570.2,7.56,1.07,No,No,9.19,Yes,5.79,Afternoon
Drink Menu,Hot Tea,Kolkata,248.63,772.13,8.5,14.67,8.85,0.59,27.93,69.95,4.87,8.76,624.82,9.49,1.79,No,Yes,1.25,No,7.3,Morning
Meal Menu,Chicken Supreme Meal,Ahmedabad,283.91,556.58,22.99,33.18,4.76,0.03,20.07,55.52,14.11,7.74,416.35,5.77,10.63,No,No,7.22,Yes,6.82,Afternoon
Meal Menu,Chicken Supreme Meal,Hyderabad,185.37,242.78,10.16,7.25,17.59,0.03,22.03,99.91,1.82,9.1,209.92,8.97,1.61,Yes,Yes,9.4,Yes,1.89,Afternoon
Dessert Menu,Caramel McFlurry,Mumbai,274.73,790.36,17.84,14.23,7.58,1,5.52,73.26,19.91,5.22,440.06,6.15,5.45,Yes,No,9.43,No,8.12,Evening
Dessert Menu,Chocolate Sundae,Hyderabad,320.19,746.2,7.75,22.13,11.85,0.25,24.53,66.95,10.1,4.58,1312.43,8.61,3.45,Yes,Yes,1.86,Yes,4.76,Afternoon
Meal Menu,Chicken Supreme Meal,Bangalore,213.54,477.54,12.43,9.24,18.82,0.21,5.78,76.34,15.02,1.08,875.51,5.92,12.62,Yes,No,1.84,No,3.58,Evening
Dessert Menu,Caramel McFlurry,Chennai,128.06,720.14,10.24,32.64,10.13,0.31,24.92,73.56,16.5,9.15,425.29,3.11,3.93,No,No,9.03,Yes,3.76,Morning
Regular Menu,Filet-O-Fish,Chennai,183.54,422.58,18.63,36.43,3.32,0.79,6.15,84.75,12.05,5.39,1277.46,8.95,14.04,No,Yes,8.01,Yes,4.43,Morning
Regular Menu,McSpicy™ Paneer Burger,Delhi,201.89,430.58,21.13,14.33,4.52,0.13,39.37,118.42,16.09,2.21,711.15,9.01,6.07,No,No,7.89,Yes,7.98,Evening
Dessert Menu,Caramel McFlurry,Kolkata,107.17,698.86,16.24,32.04,7.51,0.97,22.74,22.13,16.69,7,1462.35,8.84,11.79,No,Yes,9.16,No,1.35,Evening
Dessert Menu,Caramel McFlurry,Delhi,234.49,863.64,11.88,8.1,17.21,0.13,38.48,30.49,8.09,9.97,648.84,7.96,14.41,No,No,4.31,No,6.99,Morning
Dessert Menu,Chocolate Sundae,Ahmedabad,81.53,849.9,24.92,29.91,5.95,0.84,30.73,24.64,18.96,5.4,902.33,4.97,2.87,No,No,4.24,No,9.61,Afternoon
Dessert Menu,Caramel McFlurry,Ahmedabad,343.21,537.23,22.8,12.59,18.54,0.91,26.29,62.07,7.7,3.18,773.92,1.89,7.99,No,No,1.57,No,7.65,Evening
Drink Menu,Sprite,Kolkata,252.57,441.43,23.86,9.78,10.6,0.07,6.18,101.69,2.51,5.58,1457.93,9.21,4.86,No,No,7.21,Yes,1.23,Afternoon
Meal Menu,Veggie Deluxe Meal,Mumbai,215.34,234.92,11.53,12.44,6.24,0.08,4.54,35.25,15.56,4.26,286.16,7.02,2.53,Yes,No,8.22,Yes,6.62,Afternoon
Meal Menu,Chicken Supreme Meal,Chennai,332.9,402.88,9.23,9.44,11.69,0.27,26.16,34.52,14.65,5.34,1262.38,1.82,7.61,No,No,1.39,No,7.27,Evening
Dessert Menu,Caramel McFlurry,Ahmedabad,338.88,621.67,7.98,36.26,17.17,0.23,33.52,51.2,5.93,9.29,242.53,1.23,13.18,No,Yes,4.84,No,4.8,Morning
Dessert Menu,Chocolate Sundae,Bangalore,98.07,798.8,11.21,33.64,3.25,0.42,11.39,78.68,8.88,4.22,761.33,3.67,10.07,Yes,No,7.23,Yes,8.33,Morning
Dessert Menu,Chocolate Sundae,Delhi,97.58,239.18,19.95,13.85,12.67,0.47,17.52,46.55,19.17,8.56,340.49,8.71,14.02,Yes,Yes,3.91,No,3.12,Morning
Meal Menu,McCombo Meal,Pune,217.07,435.26,18.76,30.83,17.2,0.41,22.03,119.76,9.27,0.65,1478.41,9.3,9.49,No,No,5.99,Yes,2.22,Evening
Dessert Menu,Apple Pie,Kolkata,151.62,351.08,10.45,13.12,14.1,0.44,19.43,77.91,6.23,3.28,427.17,7.91,6.91,Yes,Yes,1.69,Yes,5.16,Morning
Meal Menu,Veggie Deluxe Meal,Delhi,349.14,628.88,10.25,21,8.56,0.5,45.03,84.87,15.03,0.75,600.96,4.22,10.34,No,Yes,9.79,No,6.77,Afternoon
Regular Menu,Filet-O-Fish,Mumbai,160.29,586.33,13.86,27.54,5.24,0.21,6.49,55.51,19.44,3.25,1465.08,6.29,7.84,Yes,Yes,7.11,Yes,2.29,Evening
Meal Menu,McCombo Meal,Pune,221.29,808.77,24.23,8.89,12.63,0.04,30.8,30.54,13.35,9.33,626.15,6.86,1.43,Yes,Yes,8.92,Yes,5.97,Morning
Regular Menu,McGrilled Chicken Wrap,Bangalore,175.35,216.62,16.62,19.23,8.1,0.37,44.1,57.22,15.99,9.75,535.47,8.21,3.92,Yes,Yes,6.6,No,7.76,Afternoon
Regular Menu,Pizza Puff,Pune,193.68,310.55,7.46,24.34,3.44,0.25,21.01,86.95,12.56,8.35,1087.5,4.24,9.81,Yes,Yes,4.6,No,9.33,Evening
Regular Menu,McAloo Tikki Burger®,Ahmedabad,347.95,404.76,10.72,14.87,1.31,0.05,3.08,65.07,17.82,4.92,740.3,1.2,12.23,Yes,No,7.51,Yes,6.27,Evening
Drink Menu,Coca-Cola,Chennai,106.84,813.83,24.62,17.1,19.16,0.66,7.4,57.5,1.68,3.67,250.89,5.93,8.91,Yes,No,6.13,No,2.92,Morning
Regular Menu,Filet-O-Fish,Chennai,313.22,821.15,19.14,8.73,5.39,0.7,16.19,42.05,2.72,6.04,1013.41,2.25,6.48,No,No,9.82,Yes,5.98,Evening
Regular Menu,Green Chilli Aloo Naan,Pune,262.59,585.55,22.24,28.47,13.29,0.55,15.16,60.09,3.96,0.86,956.29,5.22,7.1,No,Yes,2.83,Yes,1.56,Morning
Drink Menu,Hot Coffee,Hyderabad,305.7,490.24,23.84,13.72,7.67,0.96,9.45,95.46,8.63,9.14,1359.78,9.02,4.15,No,Yes,3.36,No,9.61,Afternoon
Meal Menu,McCombo Meal,Delhi,314.89,460.98,17.95,7.57,15.64,0.93,16.6,111,11.87,0.89,1415.46,6.93,8.77,No,No,6.43,Yes,8.35,Morning
Meal Menu,Chicken Supreme Meal,Mumbai,200.2,766.18,10.89,26.88,16.4,0.01,15.93,25.34,13.79,6.63,583.21,3.02,8.52,Yes,Yes,5.73,No,6,Evening
Regular Menu,Veg Maharaja Mac,Bangalore,183.61,679.41,11.79,26.71,3.57,0.2,21.02,88.55,7.7,6.14,644.73,7.24,12.01,No,No,6.94,Yes,6.1,Afternoon
Dessert Menu,Vanilla Ice Cream,Ahmedabad,131.43,430.13,13.42,6.86,5.9,0,41.43,54.12,3.43,6.02,1019.98,9.78,3.83,No,Yes,6.39,No,9.96,Afternoon
Meal Menu,Veggie Deluxe Meal,Ahmedabad,154.77,211.29,14.92,28.69,8.22,0.5,27.8,46.47,6.39,0.06,882.6,5.77,1.95,Yes,No,4.06,Yes,4.75,Morning
Dessert Menu,Apple Pie,Ahmedabad,189.25,426.74,11.92,24.47,4.97,0.39,44.52,116.74,17.48,7.15,976.37,2.2,14.64,Yes,No,5.63,No,2.37,Evening
Dessert Menu,Apple Pie,Ahmedabad,151.01,602.84,23.07,15.65,9.58,0.89,46.29,87.86,17.4,4.45,1492.27,9.81,6.11,No,Yes,8.54,No,1.35,Evening
Meal Menu,McCombo Meal,Delhi,231.99,200.47,5.27,23.7,8.37,0.51,2.94,102.5,0.35,1.45,524.82,5.72,6.14,No,Yes,1.61,No,4.99,Morning
Drink Menu,Sprite,Chennai,297.83,237.09,10.56,16.71,16.94,0.67,8.86,115.52,16.46,8.63,693.03,8.83,10.73,No,No,6.37,Yes,5.15,Evening
Regular Menu,McVeggie™ Burger,Kolkata,85.1,417.36,15.62,17.05,15.4,0.08,30.59,70.24,15.2,0.48,474.75,4.13,3.69,Yes,No,6.66,Yes,1.45,Evening
Dessert Menu,Caramel McFlurry,Kolkata,342.62,652.96,6.61,33.01,5.41,0.47,43.3,111.31,14.44,9.83,1387.8,8.32,5.46,Yes,Yes,7.2,No,3.48,Afternoon
Meal Menu,McCombo Meal,Chennai,280.01,832.63,21.34,15.06,18.36,0.76,36.38,111.02,5.28,3.47,532.43,4.25,8.98,Yes,No,3.29,Yes,7.1,Morning
